ano,sigla_uf,id_municipio,municipio,populacao
2024,SP,3515657,Fernão,1689
2025,SP,3515657,Fernão,1692
2022,SP,3515707,Ferraz de Vasconcelos,179198
2023,SP,3515707,Ferraz de Vasconcelos,179198
2024,SP,3515707,Ferraz de Vasconcelos,185622
2025,SP,3515707,Ferraz de Vasconcelos,186479
2022,SP,3515806,Flora Rica,1487
2023,SP,3515806,Flora Rica,1487
2024,SP,3515806,Flora Rica,1492
2025,SP,3515806,Flora Rica,1483
2022,SP,3515905,Floreal,2733
2023,SP,3515905,Floreal,2733
2024,SP,3515905,Floreal,2756
2025,SP,3515905,Floreal,2747
2022,SP,3516101,Florínia,3851
2023,SP,3516101,Florínia,3851
2024,SP,3516101,Florínia,3987
2025,SP,3516101,Florínia,4022
2022,SP,3516002,Flórida Paulista,12958
2023,SP,3516002,Flórida Paulista,12958
2024,SP,3516002,Flórida Paulista,13171
2025,SP,3516002,Flórida Paulista,13175
2022,SP,3516200,Franca,352536
2023,SP,3516200,Franca,352536
2024,SP,3516200,Franca,364331
2025,SP,3516200,Franca,365494
2022,SP,3516309,Francisco Morato,165139
2023,SP,3516309,Francisco Morato,165139
2024,SP,3516309,Francisco Morato,171107
2025,SP,3516309,Francisco Morato,171476
2022,SP,3516408,Franco da Rocha,144849
2023,SP,3516408,Franco da Rocha,144849
2024,SP,3516408,Franco da Rocha,149786
2025,SP,3516408,Franco da Rocha,150241
2022,SP,3516507,Gabriel Monteiro,2763
2023,SP,3516507,Gabriel Monteiro,2763
2024,SP,3516507,Gabriel Monteiro,2811
2025,SP,3516507,Gabriel Monteiro,2813
2022,SP,3516705,Garça,42110
2023,SP,3516705,Garça,42110
2024,SP,3516705,Garça,43115
2025,SP,3516705,Garça,43081
2022,SP,3516804,Gastão Vidigal,3252
2023,SP,3516804,Gastão Vidigal,3252
2024,SP,3516804,Gastão Vidigal,3235
2025,SP,3516804,Gastão Vidigal,3203
2022,SP,3516853,Gavião Peixoto,4702
2023,SP,3516853,Gavião Peixoto,4702
2024,SP,3516853,Gavião Peixoto,4797
2025,SP,3516853,Gavião Peixoto,4806
2022,SP,3516903,General Salgado,10312
2023,SP,3516903,General Salgado,10312
2024,SP,3516903,General Salgado,10449
2025,SP,3516903,General Salgado,10437
2022,SP,3517000,Getulina,10232
2023,SP,3517000,Getulina,10232
2024,SP,3517000,Getulina,10355
2025,SP,3517000,Getulina,10337
2022,SP,3517109,Glicério,4138
2023,SP,3517109,Glicério,4138
2024,SP,3517109,Glicério,4173
2025,SP,3517109,Glicério,4158
2022,SP,3517307,Guaimbê,5512
2023,SP,3517307,Guaimbê,5512
2024,SP,3517307,Guaimbê,5606
2025,SP,3517307,Guaimbê,5609
2022,SP,3517208,Guaiçara,11239
2023,SP,3517208,Guaiçara,11239
2024,SP,3517208,Guaiçara,11459
2025,SP,3517208,Guaiçara,11478
2022,SP,3517604,Guapiara,17071
2023,SP,3517604,Guapiara,17071
2024,SP,3517604,Guapiara,17256
2025,SP,3517604,Guapiara,17225
2022,SP,3517505,Guapiaçu,21711
2023,SP,3517505,Guapiaçu,21711
2024,SP,3517505,Guapiaçu,22316
2025,SP,3517505,Guapiaçu,22445
2022,SP,3517901,Guaraci,10350
2023,SP,3517901,Guaraci,10350
2024,SP,3517901,Guaraci,10542
2025,SP,3517901,Guaraci,10554
2022,SP,3518008,Guarani d'Oeste,1968
2023,SP,3518008,Guarani d'Oeste,1968
2024,SP,3518008,Guarani d'Oeste,1999
2025,SP,3518008,Guarani d'Oeste,1999
2022,SP,3518107,Guarantã,6427
2023,SP,3518107,Guarantã,6427
2024,SP,3518107,Guarantã,6531
2025,SP,3518107,Guarantã,6532
2022,SP,3518206,Guararapes,31043
2023,SP,3518206,Guararapes,31043
2024,SP,3518206,Guararapes,31872
2025,SP,3518206,Guararapes,31888
2022,SP,3518305,Guararema,31236
2023,SP,3518305,Guararema,31236
2024,SP,3518305,Guararema,32436
2025,SP,3518305,Guararema,32620
2022,SP,3518404,Guaratinguetá,118044
2023,SP,3518404,Guaratinguetá,118044
2024,SP,3518404,Guaratinguetá,121710
2025,SP,3518404,Guaratinguetá,121916
2022,SP,3517802,Guaraçaí,7441
2023,SP,3517802,Guaraçaí,7441
2024,SP,3517802,Guaraçaí,7486
2025,SP,3517802,Guaraçaí,7453
2022,SP,3518503,Guareí,15013
2023,SP,3518503,Guareí,15013
2024,SP,3518503,Guareí,15268
2025,SP,3518503,Guareí,15285
2022,SP,3518602,Guariba,37498
2023,SP,3518602,Guariba,37498
2024,SP,3518602,Guariba,38609
2025,SP,3518602,Guariba,38678
2022,SP,3518701,Guarujá,287634
2023,SP,3518701,Guarujá,287634
2024,SP,3518701,Guarujá,294973
2025,SP,3518701,Guarujá,294871
2022,SP,3518800,Guarulhos,1291771
2023,SP,3518800,Guarulhos,1291771
2024,SP,3518800,Guarulhos,1345364
2025,SP,3518800,Guarulhos,1349100
2022,SP,3517703,Guará,18606
2023,SP,3517703,Guará,18606
2024,SP,3517703,Guará,18790
2025,SP,3517703,Guará,18748
2022,SP,3518859,Guatapará,7320
2023,SP,3518859,Guatapará,7320
2024,SP,3518859,Guatapará,7462
2025,SP,3518859,Guatapará,7474
2022,SP,3517406,Guaíra,39279
2023,SP,3517406,Guaíra,39279
2024,SP,3517406,Guaíra,40424
2025,SP,3517406,Guaíra,40489
2022,SP,3518909,Guzolândia,4246
2023,SP,3518909,Guzolândia,4246
2024,SP,3518909,Guzolândia,4276
2025,SP,3518909,Guzolândia,4259
2022,SP,3516606,Gália,6380
2023,SP,3516606,Gália,6380
2024,SP,3516606,Gália,6435
2025,SP,3516606,Gália,6413
2022,SP,3519006,Herculândia,9125
2023,SP,3519006,Herculândia,9125
2024,SP,3519006,Herculândia,9302
2025,SP,3519006,Herculândia,9316
2022,SP,3519055,Holambra,15094
2023,SP,3519055,Holambra,15094
2024,SP,3519055,Holambra,15596
2025,SP,3519055,Holambra,15718
2022,SP,3519071,Hortolândia,236641
2023,SP,3519071,Hortolândia,236641
2024,SP,3519071,Hortolândia,247331
2025,SP,3519071,Hortolândia,248842
2022,SP,3519105,Iacanga,10437
2023,SP,3519105,Iacanga,10437
2024,SP,3519105,Iacanga,10633
2025,SP,3519105,Iacanga,10648
2022,SP,3519204,Iacri,6131
2023,SP,3519204,Iacri,6131
2024,SP,3519204,Iacri,6207
2025,SP,3519204,Iacri,6197
2022,SP,3519253,Iaras,8010
2023,SP,3519253,Iaras,8010
2024,SP,3519253,Iaras,8257
2025,SP,3519253,Iaras,8313
2022,SP,3519303,Ibaté,32178
2023,SP,3519303,Ibaté,32178
2024,SP,3519303,Ibaté,33110
2025,SP,3519303,Ibaté,33160
2022,SP,3519501,Ibirarema,6385
2023,SP,3519501,Ibirarema,6385
2024,SP,3519501,Ibirarema,6461
2025,SP,3519501,Ibirarema,6450
2022,SP,3519402,Ibirá,11690
2023,SP,3519402,Ibirá,11690
2024,SP,3519402,Ibirá,11934
2025,SP,3519402,Ibirá,11952
2022,SP,3519600,Ibitinga,60033
2023,SP,3519600,Ibitinga,60033
2024,SP,3519600,Ibitinga,61908
2025,SP,3519600,Ibitinga,62143
2022,SP,3519709,Ibiúna,75605
2023,SP,3519709,Ibiúna,75605
2024,SP,3519709,Ibiúna,77651
2025,SP,3519709,Ibiúna,77801
2022,SP,3519808,Icém,7819
2023,SP,3519808,Icém,7819
2024,SP,3519808,Icém,7969
2025,SP,3519808,Icém,7982
2022,SP,3519907,Iepê,7619
2023,SP,3519907,Iepê,7619
2024,SP,3519907,Iepê,7739
2025,SP,3519907,Iepê,7739
2022,SP,3520103,Igarapava,26212
2023,SP,3520103,Igarapava,26212
2024,SP,3520103,Igarapava,26755
2025,SP,3520103,Igarapava,26696
2022,SP,3520202,Igaratá,10605
2023,SP,3520202,Igaratá,10605
2024,SP,3520202,Igaratá,10904
2025,SP,3520202,Igaratá,10984
2022,SP,3520004,Igaraçu do Tietê,23106
2023,SP,3520004,Igaraçu do Tietê,23106
2024,SP,3520004,Igaraçu do Tietê,23430
2025,SP,3520004,Igaraçu do Tietê,23421
2022,SP,3520301,Iguape,29115
2023,SP,3520301,Iguape,29115
2024,SP,3520301,Iguape,29881
2025,SP,3520301,Iguape,29891
2022,SP,3520426,Ilha Comprida,13419
2023,SP,3520426,Ilha Comprida,13419
2024,SP,3520426,Ilha Comprida,13955
2025,SP,3520426,Ilha Comprida,14104
2022,SP,3520442,Ilha Solteira,25549
2023,SP,3520442,Ilha Solteira,25549
2024,SP,3520442,Ilha Solteira,26240
2025,SP,3520442,Ilha Solteira,26257
2022,SP,3520400,Ilhabela,34934
2023,SP,3520400,Ilhabela,34934
2024,SP,3520400,Ilhabela,36329
2025,SP,3520400,Ilhabela,36559
2022,SP,3520509,Indaiatuba,255748
2023,SP,3520509,Indaiatuba,255748
2024,SP,3520509,Indaiatuba,267796
2025,SP,3520509,Indaiatuba,269657
2022,SP,3520608,Indiana,5090
2023,SP,3520608,Indiana,5090
2024,SP,3520608,Indiana,5191
2025,SP,3520608,Indiana,5200
2022,SP,3520707,Indiaporã,4035
2023,SP,3520707,Indiaporã,4035
2024,SP,3520707,Indiaporã,4109
2025,SP,3520707,Indiaporã,4113
2022,SP,3520806,Inúbia Paulista,3615
2023,SP,3520806,Inúbia Paulista,3615
2024,SP,3520806,Inúbia Paulista,3671
2025,SP,3520806,Inúbia Paulista,3671
2022,SP,3520905,Ipaussu,13712
2023,SP,3520905,Ipaussu,13712
2024,SP,3520905,Ipaussu,13933
2025,SP,3520905,Ipaussu,13935
2022,SP,3521002,Iperó,36459
2023,SP,3521002,Iperó,36459
2024,SP,3521002,Iperó,37999
2025,SP,3521002,Iperó,38277
2022,SP,3521101,Ipeúna,6831
2023,SP,3521101,Ipeúna,6831
2024,SP,3521101,Ipeúna,6999
2025,SP,3521101,Ipeúna,7027
2022,SP,3521150,Ipiguá,6761
2023,SP,3521150,Ipiguá,6761
2024,SP,3521150,Ipiguá,7037
2025,SP,3521150,Ipiguá,7115
2022,SP,3521200,Iporanga,4046
2023,SP,3521200,Iporanga,4046
2024,SP,3521200,Iporanga,4091
2025,SP,3521200,Iporanga,4083
2022,SP,3521309,Ipuã,14454
2023,SP,3521309,Ipuã,14454
2024,SP,3521309,Ipuã,14691
2025,SP,3521309,Ipuã,14701
2022,SP,3521408,Iracemápolis,21967
2023,SP,3521408,Iracemápolis,21967
2024,SP,3521408,Iracemápolis,22435
2025,SP,3521408,Iracemápolis,22500
2022,SP,3521606,Irapuru,7085
2023,SP,3521606,Irapuru,7085
2024,SP,3521606,Irapuru,7145
2025,SP,3521606,Irapuru,7120
2022,SP,3521507,Irapuã,6867
2023,SP,3521507,Irapuã,6867
2024,SP,3521507,Irapuã,6946
2025,SP,3521507,Irapuã,6932
2022,SP,3521705,Itaberá,17983
2023,SP,3521705,Itaberá,17983
2024,SP,3521705,Itaberá,18258
2025,SP,3521705,Itaberá,18263
2022,SP,3521903,Itajobi,16989
2023,SP,3521903,Itajobi,16989
2024,SP,3521903,Itajobi,17420
2025,SP,3521903,Itajobi,17502
2022,SP,3522000,Itaju,3618
2023,SP,3522000,Itaju,3618
2024,SP,3522000,Itaju,3702
2025,SP,3522000,Itaju,3715
2022,SP,3522109,Itanhaém,112476
2023,SP,3522109,Itanhaém,112476
2024,SP,3522109,Itanhaém,117435
2025,SP,3522109,Itanhaém,118495
2022,SP,3522208,Itapecerica da Serra,158522
2023,SP,3522208,Itapecerica da Serra,158522
2024,SP,3522208,Itapecerica da Serra,163928
2025,SP,3522208,Itapecerica da Serra,163003
2022,SP,3522307,Itapetininga,157790
2023,SP,3522307,Itapetininga,157790
2024,SP,3522307,Itapetininga,163774
2025,SP,3522307,Itapetininga,164256
2022,SP,3522406,Itapeva,89728
2023,SP,3522406,Itapeva,89728
2024,SP,3522406,Itapeva,92324
2025,SP,3522406,Itapeva,92393
2022,SP,3522505,Itapevi,232297
2023,SP,3522505,Itapevi,232297
2024,SP,3522505,Itapevi,241924
2025,SP,3522505,Itapevi,242995
2022,SP,3522604,Itapira,72022
2023,SP,3522604,Itapira,72022
2024,SP,3522604,Itapira,73919
2025,SP,3522604,Itapira,74038
2022,SP,3522653,Itapirapuã Paulista,4306
2023,SP,3522653,Itapirapuã Paulista,4306
2024,SP,3522653,Itapirapuã Paulista,4405
2025,SP,3522653,Itapirapuã Paulista,4420
2022,SP,3522802,Itaporanga,14085
2023,SP,3522802,Itaporanga,14085
2024,SP,3522802,Itaporanga,14260
2025,SP,3522802,Itaporanga,14245
2022,SP,3523008,Itapura,3979
2023,SP,3523008,Itapura,3979
2024,SP,3523008,Itapura,4014
2025,SP,3523008,Itapura,4002
2022,SP,3522901,Itapuí,13659
2023,SP,3522901,Itapuí,13659
2024,SP,3522901,Itapuí,13984
2025,SP,3522901,Itapuí,14035
2022,SP,3523107,Itaquaquecetuba,369275
2023,SP,3523107,Itaquaquecetuba,369275
2024,SP,3523107,Itaquaquecetuba,382521
2025,SP,3523107,Itaquaquecetuba,382983
2022,SP,3523206,Itararé,44438
2023,SP,3523206,Itararé,44438
2024,SP,3523206,Itararé,45327
2025,SP,3523206,Itararé,45213
2022,SP,3523305,Itariri,15528
2023,SP,3523305,Itariri,15528
2024,SP,3523305,Itariri,15762
2025,SP,3523305,Itariri,15916
2022,SP,3523404,Itatiba,121590
2023,SP,3523404,Itatiba,121590
2024,SP,3523404,Itatiba,126403
2025,SP,3523404,Itatiba,127112
2022,SP,3523503,Itatinga,19070
2023,SP,3523503,Itatinga,19070
2024,SP,3523503,Itatinga,19427
2025,SP,3523503,Itatinga,19462
2022,SP,3521804,Itaí,25180
2023,SP,3521804,Itaí,25180
2024,SP,3521804,Itaí,25930
2025,SP,3521804,Itaí,25979
2022,SP,3522158,Itaóca,3422
2023,SP,3522158,Itaóca,3422
2024,SP,3522158,Itaóca,3490
2025,SP,3522158,Itaóca,3497
2022,SP,3523602,Itirapina,16148
2023,SP,3523602,Itirapina,16148
2024,SP,3523602,Itirapina,16433
2025,SP,3523602,Itirapina,16454
2022,SP,3523701,Itirapuã,5779
2023,SP,3523701,Itirapuã,5779
2024,SP,3523701,Itirapuã,5861
2025,SP,3523701,Itirapuã,5857
2022,SP,3523800,Itobi,8046
2023,SP,3523800,Itobi,8046
2024,SP,3523800,Itobi,8210
2025,SP,3523800,Itobi,8227
2022,SP,3523909,Itu,168240
2023,SP,3523909,Itu,168240
2024,SP,3523909,Itu,174561
2025,SP,3523909,Itu,175047
2022,SP,3524006,Itupeva,70616
2023,SP,3524006,Itupeva,70616
2024,SP,3524006,Itupeva,74119
2025,SP,3524006,Itupeva,74994
2022,SP,3524105,Ituverava,37571
2023,SP,3524105,Ituverava,37571
2024,SP,3524105,Ituverava,38451
2025,SP,3524105,Ituverava,38413
2022,SP,3522703,Itápolis,39493
2023,SP,3522703,Itápolis,39493
2024,SP,3522703,Itápolis,40464
2025,SP,3522703,Itápolis,40445
2022,SP,3524204,Jaborandi,6221
2023,SP,3524204,Jaborandi,6221
2024,SP,3524204,Jaborandi,6293
2025,SP,3524204,Jaborandi,6280
2022,SP,3524303,Jaboticabal,71821
2023,SP,3524303,Jaboticabal,71821
2024,SP,3524303,Jaboticabal,73467
2025,SP,3524303,Jaboticabal,73473
2022,SP,3524402,Jacareí,240275
2023,SP,3524402,Jacareí,240275
2024,SP,3524402,Jacareí,249968
2025,SP,3524402,Jacareí,250952
2022,SP,3524501,Jaci,7613
2023,SP,3524501,Jaci,7613
2024,SP,3524501,Jaci,7878
2025,SP,3524501,Jaci,7944
2022,SP,3524600,Jacupiranga,16097
2023,SP,3524600,Jacupiranga,16097
2024,SP,3524600,Jacupiranga,16254
2025,SP,3524600,Jacupiranga,16216
2022,SP,3524709,Jaguariúna,59347
2023,SP,3524709,Jaguariúna,59347
2024,SP,3524709,Jaguariúna,61801
2025,SP,3524709,Jaguariúna,62309
2022,SP,3524808,Jales,48776
2023,SP,3524808,Jales,48776
2024,SP,3524808,Jales,50017
2025,SP,3524808,Jales,50078
2022,SP,3524907,Jambeiro,6397
2023,SP,3524907,Jambeiro,6397
2024,SP,3524907,Jambeiro,6575
2025,SP,3524907,Jambeiro,6611
2022,SP,3525003,Jandira,118045
2023,SP,3525003,Jandira,118045
2024,SP,3525003,Jandira,121988
2025,SP,3525003,Jandira,121550
2022,SP,3525102,Jardinópolis,45282
2023,SP,3525102,Jardinópolis,45282
2024,SP,3525102,Jardinópolis,46868
2025,SP,3525102,Jardinópolis,47125
2022,SP,3525201,Jarinu,37535
2023,SP,3525201,Jarinu,37535
2024,SP,3525201,Jarinu,39531
2025,SP,3525201,Jarinu,40007
2022,SP,3525300,Jaú,133497
2023,SP,3525300,Jaú,133497
2024,SP,3525300,Jaú,137323
2025,SP,3525300,Jaú,137409
2022,SP,3525409,Jeriquara,3863
2023,SP,3525409,Jeriquara,3863
2024,SP,3525409,Jeriquara,3976
2025,SP,3525409,Jeriquara,4000
2022,SP,3525508,Joanópolis,12815
2023,SP,3525508,Joanópolis,12815
2024,SP,3525508,Joanópolis,13095
2025,SP,3525508,Joanópolis,13131
2022,SP,3525706,José Bonifácio,36633
2023,SP,3525706,José Bonifácio,36633
2024,SP,3525706,José Bonifácio,37859
2025,SP,3525706,José Bonifácio,37992
2022,SP,3525607,João Ramalho,4371
2023,SP,3525607,João Ramalho,4371
2024,SP,3525607,João Ramalho,4456
2025,SP,3525607,João Ramalho,4464
2022,SP,3525854,Jumirim,3056
2023,SP,3525854,Jumirim,3056
2024,SP,3525854,Jumirim,3123
2025,SP,3525854,Jumirim,3132
2022,SP,3525904,Jundiaí,443221
2023,SP,3525904,Jundiaí,443221
2024,SP,3525904,Jundiaí,460313
2025,SP,3525904,Jundiaí,463039
2022,SP,3526001,Junqueirópolis,20448
2023,SP,3526001,Junqueirópolis,20448
2024,SP,3526001,Junqueirópolis,20878
2025,SP,3526001,Junqueirópolis,20939
2022,SP,3526209,Juquitiba,27404
2023,SP,3526209,Juquitiba,27404
2024,SP,3526209,Juquitiba,28007
2025,SP,3526209,Juquitiba,27969
2022,SP,3526100,Juquiá,17154
2023,SP,3526100,Juquiá,17154
2024,SP,3526100,Juquiá,17255
2025,SP,3526100,Juquiá,17184
2022,SP,3525805,Júlio Mesquita,4254
2023,SP,3525805,Júlio Mesquita,4254
2024,SP,3525805,Júlio Mesquita,4308
2025,SP,3525805,Júlio Mesquita,4302
2022,SP,3526308,Lagoinha,5083
2023,SP,3526308,Lagoinha,5083
2024,SP,3526308,Lagoinha,5182
2025,SP,3526308,Lagoinha,5183
2022,SP,3526407,Laranjal Paulista,26261
2023,SP,3526407,Laranjal Paulista,26261
2024,SP,3526407,Laranjal Paulista,27009
2025,SP,3526407,Laranjal Paulista,27044
2022,SP,3526605,Lavrinhas,7171
2023,SP,3526605,Lavrinhas,7171
2024,SP,3526605,Lavrinhas,7328
2025,SP,3526605,Lavrinhas,7348
2022,SP,3526506,Lavínia,9689
2023,SP,3526506,Lavínia,9689
2024,SP,3526506,Lavínia,9909
2025,SP,3526506,Lavínia,9940
2022,SP,3526704,Leme,98161
2023,SP,3526704,Leme,98161
2024,SP,3526704,Leme,101316
2025,SP,3526704,Leme,101537
2022,SP,3526803,Lençóis Paulista,66505
2023,SP,3526803,Lençóis Paulista,66505
2024,SP,3526803,Lençóis Paulista,68395
2025,SP,3526803,Lençóis Paulista,68568
2022,SP,3526902,Limeira,291869
2023,SP,3526902,Limeira,291869
2024,SP,3526902,Limeira,300728
2025,SP,3526902,Limeira,301292
2022,SP,3527009,Lindóia,7014
2023,SP,3527009,Lindóia,7014
2024,SP,3527009,Lindóia,7147
2025,SP,3527009,Lindóia,7158
2022,SP,3527108,Lins,74779
2023,SP,3527108,Lins,74779
2024,SP,3527108,Lins,76729
2025,SP,3527108,Lins,76844
2022,SP,3527207,Lorena,84855
2023,SP,3527207,Lorena,84855
2024,SP,3527207,Lorena,87370
2025,SP,3527207,Lorena,87468
2022,SP,3527256,Lourdes,1950
2023,SP,3527256,Lourdes,1950
2024,SP,3527256,Lourdes,1968
2025,SP,3527256,Lourdes,1962
2022,SP,3527306,Louveira,51847
2023,SP,3527306,Louveira,51847
2024,SP,3527306,Louveira,54111
2025,SP,3527306,Louveira,54865
2022,SP,3527504,Lucianópolis,2372
2023,SP,3527504,Lucianópolis,2372
2024,SP,3527504,Lucianópolis,2419
2025,SP,3527504,Lucianópolis,2423
2022,SP,3527405,Lucélia,20061
2023,SP,3527405,Lucélia,20061
2024,SP,3527405,Lucélia,20372
2025,SP,3527405,Lucélia,20378
2022,SP,3527702,Luiziânia,4701
2023,SP,3527702,Luiziânia,4701
2024,SP,3527702,Luiziânia,4751
2025,SP,3527702,Luiziânia,4740
2022,SP,3527801,Lupércio,3981
2023,SP,3527801,Lupércio,3981
2024,SP,3527801,Lupércio,4017
2025,SP,3527801,Lupércio,4004
2022,SP,3527900,Lutécia,2661
2023,SP,3527900,Lutécia,2661
2024,SP,3527900,Lutécia,2699
2025,SP,3527900,Lutécia,2697
2022,SP,3527603,Luís Antônio,12265
2023,SP,3527603,Luís Antônio,12265
2024,SP,3527603,Luís Antônio,12531
2025,SP,3527603,Luís Antônio,12564
2022,SP,3528007,Macatuba,16829
2023,SP,3528007,Macatuba,16829
2024,SP,3528007,Macatuba,17120
2025,SP,3528007,Macatuba,17140
2022,SP,3528106,Macaubal,7481
2023,SP,3528106,Macaubal,7481
2024,SP,3528106,Macaubal,7587
2025,SP,3528106,Macaubal,7581
2022,SP,3528205,Macedônia,3963
2023,SP,3528205,Macedônia,3963
2024,SP,3528205,Macedônia,4048
2025,SP,3528205,Macedônia,4058
2022,SP,3528304,Magda,3165
2023,SP,3528304,Magda,3165
2024,SP,3528304,Magda,3212
2025,SP,3528304,Magda,3211
2022,SP,3528403,Mairinque,50027
2023,SP,3528403,Mairinque,50027
2024,SP,3528403,Mairinque,51660
2025,SP,3528403,Mairinque,51888
2022,SP,3528502,Mairiporã,93853
2023,SP,3528502,Mairiporã,93853
2024,SP,3528502,Mairiporã,97399
2025,SP,3528502,Mairiporã,97835
2022,SP,3528601,Manduri,9871
2023,SP,3528601,Manduri,9871
2024,SP,3528601,Manduri,10092
2025,SP,3528601,Manduri,10122
2022,SP,3528700,Marabá Paulista,4573
2023,SP,3528700,Marabá Paulista,4573
2024,SP,3528700,Marabá Paulista,4627
2025,SP,3528700,Marabá Paulista,4619
2022,SP,3528809,Maracaí,12673
2023,SP,3528809,Maracaí,12673
2024,SP,3528809,Maracaí,12826
2025,SP,3528809,Maracaí,12804
2022,SP,3528858,Marapoama,3292
2023,SP,3528858,Marapoama,3292
2024,SP,3528858,Marapoama,3392
2025,SP,3528858,Marapoama,3415
2022,SP,3529104,Marinópolis,1860
2023,SP,3529104,Marinópolis,1860
2024,SP,3529104,Marinópolis,1870
2025,SP,3529104,Marinópolis,1862
2022,SP,3528908,Mariápolis,3513
2023,SP,3528908,Mariápolis,3513
2024,SP,3528908,Mariápolis,3539
2025,SP,3528908,Mariápolis,3526
2022,SP,3529203,Martinópolis,24881
2023,SP,3529203,Martinópolis,24881
2024,SP,3529203,Martinópolis,25299
2025,SP,3529203,Martinópolis,25240
2022,SP,3529005,Marília,237627
2023,SP,3529005,Marília,237627
2024,SP,3529005,Marília,246627
2025,SP,3529005,Marília,247348
2022,SP,3529302,Matão,79033
2023,SP,3529302,Matão,79033
2024,SP,3529302,Matão,80998
2025,SP,3529302,Matão,81075
2022,SP,3529401,Mauá,418261
2023,SP,3529401,Mauá,418261
2024,SP,3529401,Mauá,429380
2025,SP,3529401,Mauá,429014
2022,SP,3529500,Mendonça,6159
2023,SP,3529500,Mendonça,6159
2024,SP,3529500,Mendonça,6369
2025,SP,3529500,Mendonça,6420
2022,SP,3529609,Meridiano,4572
2023,SP,3529609,Meridiano,4572
2024,SP,3529609,Meridiano,4697
2025,SP,3529609,Meridiano,4721
2022,SP,3529658,Mesópolis,1952
2023,SP,3529658,Mesópolis,1952
2024,SP,3529658,Mesópolis,1988
2025,SP,3529658,Mesópolis,1990
2022,SP,3529708,Miguelópolis,19441
2023,SP,3529708,Miguelópolis,19441
2024,SP,3529708,Miguelópolis,19655
2025,SP,3529708,Miguelópolis,19621
2022,SP,3529807,Mineiros do Tietê,11230
2023,SP,3529807,Mineiros do Tietê,11230
2024,SP,3529807,Mineiros do Tietê,11349
2025,SP,3529807,Mineiros do Tietê,11322
2022,SP,3530003,Mira Estrela,3126
2023,SP,3530003,Mira Estrela,3126
2024,SP,3530003,Mira Estrela,3199
2025,SP,3530003,Mira Estrela,3209
2022,SP,3529906,Miracatu,18553
2023,SP,3529906,Miracatu,18553
2024,SP,3529906,Miracatu,18679
2025,SP,3529906,Miracatu,18610
2022,SP,3530102,Mirandópolis,27983
2023,SP,3530102,Mirandópolis,27983
2024,SP,3530102,Mirandópolis,28737
2025,SP,3530102,Mirandópolis,28754
2022,SP,3530201,Mirante do Paranapanema,15917
2023,SP,3530201,Mirante do Paranapanema,15917
2024,SP,3530201,Mirante do Paranapanema,16069
2025,SP,3530201,Mirante do Paranapanema,16031
2022,SP,3530300,Mirassol,63337
2023,SP,3530300,Mirassol,63337
2024,SP,3530300,Mirassol,65485
2025,SP,3530300,Mirassol,65811
2022,SP,3530409,Mirassolândia,4669
2023,SP,3530409,Mirassolândia,4669
2024,SP,3530409,Mirassolândia,4771
2025,SP,3530409,Mirassolândia,4783
2022,SP,3530508,Mococa,67681
2023,SP,3530508,Mococa,67681
2024,SP,3530508,Mococa,69324
2025,SP,3530508,Mococa,69372
2022,SP,3530706,Mogi Guaçu,153658
2023,SP,3530706,Mogi Guaçu,153658
2024,SP,3530706,Mogi Guaçu,159735
2025,SP,3530706,Mogi Guaçu,160318
2022,SP,3530805,Mogi Mirim,92558
2023,SP,3530805,Mogi Mirim,92558
2024,SP,3530805,Mogi Mirim,95534
2025,SP,3530805,Mogi Mirim,95742
2022,SP,3530607,Mogi das Cruzes,451505
2023,SP,3530607,Mogi das Cruzes,451505
2024,SP,3530607,Mogi das Cruzes,468120
2025,SP,3530607,Mogi das Cruzes,470302
2022,SP,3530904,Mombuca,3722
2023,SP,3530904,Mombuca,3722
2024,SP,3530904,Mombuca,3815
2025,SP,3530904,Mombuca,3830
2022,SP,3531100,Mongaguá,61951
2023,SP,3531100,Mongaguá,61951
2024,SP,3531100,Mongaguá,64519
2025,SP,3531100,Mongaguá,64845
2022,SP,3531209,Monte Alegre do Sul,8627
2023,SP,3531209,Monte Alegre do Sul,8627
2024,SP,3531209,Monte Alegre do Sul,8873
2025,SP,3531209,Monte Alegre do Sul,8923
2022,SP,3531308,Monte Alto,47574
2023,SP,3531308,Monte Alto,47574
2024,SP,3531308,Monte Alto,48725
2025,SP,3531308,Monte Alto,48758
2022,SP,3531407,Monte Aprazível,22280
2023,SP,3531407,Monte Aprazível,22280
2024,SP,3531407,Monte Aprazível,22650
2025,SP,3531407,Monte Aprazível,22668
2022,SP,3531506,Monte Azul Paulista,18151
2023,SP,3531506,Monte Azul Paulista,18151
2024,SP,3531506,Monte Azul Paulista,18363
2025,SP,3531506,Monte Azul Paulista,18337
2022,SP,3531605,Monte Castelo,4222
2023,SP,3531605,Monte Castelo,4222
2024,SP,3531605,Monte Castelo,4301
2025,SP,3531605,Monte Castelo,4306
2022,SP,3531803,Monte Mor,64662
2023,SP,3531803,Monte Mor,64662
2024,SP,3531803,Monte Mor,67296
2025,SP,3531803,Monte Mor,67832
2022,SP,3531704,Monteiro Lobato,4138
2023,SP,3531704,Monteiro Lobato,4138
2024,SP,3531704,Monteiro Lobato,4205
2025,SP,3531704,Monteiro Lobato,4205
2022,SP,3531001,Monções,1937
2023,SP,3531001,Monções,1937
2024,SP,3531001,Monções,1954
